Key,Source,Line,LegacyType,OwnerTask,TargetClassification
ECS/Scenes/BattleScene/PlayerHudFeedbackSystem.cs#PlayerHudFeedbackSystem,ECS/Scenes/BattleScene/PlayerHudFeedbackSystem.cs,11,PlayerHudFeedbackSystem,ECS-042,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/PlayerHudHealthDisplaySystem.cs#PlayerHudHealthDisplaySystem,ECS/Scenes/BattleScene/PlayerHudHealthDisplaySystem.cs,154,PlayerHudHealthDisplaySystem,ECS-045,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/PlayerHudLayoutSystem.cs#PlayerHudLayoutSystem,ECS/Scenes/BattleScene/PlayerHudLayoutSystem.cs,13,PlayerHudLayoutSystem,ECS-045,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/PlayerHudPledgeDisplaySystem.cs#PlayerHudPledgeDisplaySystem,ECS/Scenes/BattleScene/PlayerHudPledgeDisplaySystem.cs,26,PlayerHudPledgeDisplaySystem,ECS-045,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/PlayerHudRootDisplaySystem.cs#PlayerHudRootDisplaySystem,ECS/Scenes/BattleScene/PlayerHudRootDisplaySystem.cs,15,PlayerHudRootDisplaySystem,ECS-045,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/PlayerHudTemperanceDisplaySystem.cs#PlayerHudTemperanceDisplaySystem,ECS/Scenes/BattleScene/PlayerHudTemperanceDisplaySystem.cs,44,PlayerHudTemperanceDisplaySystem,ECS-045,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/PlayerTemperanceActivationDisplaySystem.cs#PlayerTemperanceActivationDisplaySystem,ECS/Scenes/BattleScene/PlayerTemperanceActivationDisplaySystem.cs,17,PlayerTemperanceActivationDisplaySystem,ECS-045,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/PlayerWispParticleSystem.cs#PlayerWispParticleSystem,ECS/Scenes/BattleScene/PlayerWispParticleSystem.cs,16,PlayerWispParticleSystem,ECS-042,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/PledgeDisplaySystem.cs#PledgeDisplaySystem,ECS/Scenes/BattleScene/PledgeDisplaySystem.cs,20,PledgeDisplaySystem,ECS-045,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/PledgeManagementSystem.cs#PledgeManagementSystem,ECS/Scenes/BattleScene/PledgeManagementSystem.cs,16,PledgeManagementSystem,ECS-041,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/PlunderDisplaySystem.cs#PlunderDisplaySystem,ECS/Scenes/BattleScene/PlunderDisplaySystem.cs,17,PlunderDisplaySystem,ECS-045,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/PlunderManagementSystem.cs#PlunderManagementSystem,ECS/Scenes/BattleScene/PlunderManagementSystem.cs,18,PlunderManagementSystem,ECS-041,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/PlunderSnatchDisplaySystem.cs#PlunderSnatchDisplaySystem,ECS/Scenes/BattleScene/PlunderSnatchDisplaySystem.cs,20,PlunderSnatchDisplaySystem,ECS-045,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/PoisonSystem.cs#PoisonSystem,ECS/Scenes/BattleScene/PoisonSystem.cs,12,PoisonSystem,ECS-043,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/PurpleZapsDisplaySystem.cs#PurpleZapsDisplaySystem,ECS/Scenes/BattleScene/PurpleZapsDisplaySystem.cs,18,PurpleZapsDisplaySystem,ECS-045,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/QuestTribulationDisplaySystem.cs#QuestTribulationDisplaySystem,ECS/Scenes/BattleScene/QuestTribulationDisplaySystem.cs,19,QuestTribulationDisplaySystem,ECS-045,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/QueuedEventsDisplaySystem.cs#QueuedEventsDisplaySystem,ECS/Scenes/BattleScene/QueuedEventsDisplaySystem.cs,18,QueuedEventsDisplaySystem,ECS-045,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/RecoilDisplaySystem.cs#RecoilDisplaySystem,ECS/Scenes/BattleScene/RecoilDisplaySystem.cs,19,RecoilDisplaySystem,ECS-045,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/RecoilManagementSystem.cs#RecoilManagementSystem,ECS/Scenes/BattleScene/RecoilManagementSystem.cs,17,RecoilManagementSystem,ECS-041,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/ReplacementEffectSystem.cs#ReplacementEffectSystem,ECS/Scenes/BattleScene/ReplacementEffectSystem.cs,12,ReplacementEffectSystem,ECS-043,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/ScorchedDisplaySystem.cs#ScorchedDisplaySystem,ECS/Scenes/BattleScene/ScorchedDisplaySystem.cs,17,ScorchedDisplaySystem,ECS-045,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/ScorchedManagementSystem.cs#ScorchedManagementSystem,ECS/Scenes/BattleScene/ScorchedManagementSystem.cs,10,ScorchedManagementSystem,ECS-043,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/SealDisplaySystem.cs#SealDisplaySystem,ECS/Scenes/BattleScene/SealDisplaySystem.cs,20,SealDisplaySystem,ECS-045,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/SealManagementSystem.cs#SealManagementSystem,ECS/Scenes/BattleScene/SealManagementSystem.cs,19,SealManagementSystem,ECS-041,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/ShackleDisplaySystem.cs#ShackleDisplaySystem,ECS/Scenes/BattleScene/ShackleDisplaySystem.cs,19,ShackleDisplaySystem,ECS-045,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/ShackleManagementSystem.cs#ShackleManagementSystem,ECS/Scenes/BattleScene/ShackleManagementSystem.cs,18,ShackleManagementSystem,ECS-041,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/ShuffleDeckDisplaySystem.cs#ShuffleDeckDisplaySystem,ECS/Scenes/BattleScene/ShuffleDeckDisplaySystem.cs,15,ShuffleDeckDisplaySystem,ECS-045,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/SnowstormDisplaySystem.cs#SnowstormDisplaySystem,ECS/Scenes/BattleScene/SnowstormDisplaySystem.cs,18,SnowstormDisplaySystem,ECS-045,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/StunnedOverlaySystem.cs#StunnedOverlaySystem,ECS/Scenes/BattleScene/StunnedOverlaySystem.cs,12,StunnedOverlaySystem,ECS-045,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/TemperanceDisplaySystem.cs#TemperanceDisplaySystem,ECS/Scenes/BattleScene/TemperanceDisplaySystem.cs,26,TemperanceDisplaySystem,ECS-045,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/TemperanceManagerSystem.cs#TemperanceManagerSystem,ECS/Scenes/BattleScene/TemperanceManagerSystem.cs,16,TemperanceManagerSystem,ECS-043,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/TestFightFlowSystem.cs#TestFightFlowSystem,ECS/Scenes/BattleScene/TestFightFlowSystem.cs,12,TestFightFlowSystem,ECS-042,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/TestFightHpDisplaySystem.cs#TestFightHpDisplaySystem,ECS/Scenes/BattleScene/TestFightHpDisplaySystem.cs,11,TestFightHpDisplaySystem,ECS-045,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/ThornedDisplaySystem.cs#ThornedDisplaySystem,ECS/Scenes/BattleScene/ThornedDisplaySystem.cs,17,ThornedDisplaySystem,ECS-045,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/ThornedManagementSystem.cs#ThornedManagementSystem,ECS/Scenes/BattleScene/ThornedManagementSystem.cs,10,ThornedManagementSystem,ECS-042,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/TransitionDisplaySystem.cs#TransitionDisplaySystem,ECS/Scenes/BattleScene/TransitionDisplaySystem.cs,15,TransitionDisplaySystem,ECS-045,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/TribulationManagerSystem.cs#TribulationManagerSystem,ECS/Scenes/BattleScene/TribulationManagerSystem.cs,19,TribulationManagerSystem,ECS-042,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/TutorialDisplaySystem.cs#TutorialDisplaySystem,ECS/Scenes/BattleScene/TutorialDisplaySystem.cs,21,TutorialDisplaySystem,ECS-045,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/TutorialManager.cs#TutorialManager,ECS/Scenes/BattleScene/TutorialManager.cs,18,TutorialManager,ECS-044,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/TutorialRetryDisplaySystem.cs#TutorialRetryDisplaySystem,ECS/Scenes/BattleScene/TutorialRetryDisplaySystem.cs,15,TutorialRetryDisplaySystem,ECS-045,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/VigorManagementSystem.cs#VigorManagementSystem,ECS/Scenes/BattleScene/VigorManagementSystem.cs,14,VigorManagementSystem,ECS-043,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/VolcanoEmbersDisplaySystem.cs#VolcanoEmbersDisplaySystem,ECS/Scenes/BattleScene/VolcanoEmbersDisplaySystem.cs,18,VolcanoEmbersDisplaySystem,ECS-045,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/WeaponManagementSystem.cs#WeaponManagementSystem,ECS/Scenes/BattleScene/WeaponManagementSystem.cs,17,WeaponManagementSystem,ECS-042,IGameSystem with generated descriptor
ECS/Scenes/BoosterPackOpeningDisplaySystem.cs#BoosterPackOpeningDisplaySystem,ECS/Scenes/BoosterPackOpeningDisplaySystem.cs,22,BoosterPackOpeningDisplaySystem,ECS-045,IGameSystem with generated descriptor
ECS/Scenes/CardDisplaySystem.cs#CardDisplaySystem,ECS/Scenes/CardDisplaySystem.cs,19,CardDisplaySystem,ECS-045,IGameSystem with generated descriptor
ECS/Scenes/CardListModalSystem.cs#CardListModalSystem,ECS/Scenes/CardListModalSystem.cs,24,CardListModalSystem,ECS-041,IGameSystem with generated descriptor
ECS/Scenes/CardShaderCompositorSystem.cs#CardShaderCompositorSystem,ECS/Scenes/CardShaderCompositorSystem.cs,14,CardShaderCompositorSystem,ECS-041,IGameSystem with generated descriptor
ECS/Scenes/CardSheenDisplaySystem.cs#CardSheenDisplaySystem,ECS/Scenes/CardSheenDisplaySystem.cs,17,CardSheenDisplaySystem,ECS-045,IGameSystem with generated descriptor
ECS/Scenes/CardTooltipDisplaySystem.cs#CardTooltipDisplaySystem,ECS/Scenes/CardTooltipDisplaySystem.cs,14,CardTooltipDisplaySystem,ECS-045,IGameSystem with generated descriptor
ECS/Scenes/ClimbScene/ClimbBackgroundDisplaySystem.cs#ClimbBackgroundDisplaySystem,ECS/Scenes/ClimbScene/ClimbBackgroundDisplaySystem.cs,18,ClimbBackgroundDisplaySystem,ECS-045,IGameSystem with generated descriptor
ECS/Scenes/ClimbScene/ClimbCardUpgradeDisplaySystem.cs#ClimbCardUpgradeDisplaySystem,ECS/Scenes/ClimbScene/ClimbCardUpgradeDisplaySystem.cs,19,ClimbCardUpgradeDisplaySystem,ECS-045,IGameSystem with generated descriptor
ECS/Scenes/ClimbScene/ClimbColumnDisplaySystem.cs#ClimbColumnDisplaySystem,ECS/Scenes/ClimbScene/ClimbColumnDisplaySystem.cs,17,ClimbColumnDisplaySystem,ECS-045,IGameSystem with generated descriptor
ECS/Scenes/ClimbScene/ClimbColumnLayoutSystem.cs#ClimbColumnLayoutSystem,ECS/Scenes/ClimbScene/ClimbColumnLayoutSystem.cs,18,ClimbColumnLayoutSystem,ECS-045,IGameSystem with generated descriptor
ECS/Scenes/ClimbScene/ClimbHeaderDisplaySystem.cs#ClimbHeaderDisplaySystem,ECS/Scenes/ClimbScene/ClimbHeaderDisplaySystem.cs,16,ClimbHeaderDisplaySystem,ECS-045,IGameSystem with generated descriptor
ECS/Scenes/ClimbScene/ClimbHeaderLayoutSystem.cs#ClimbHeaderLayoutSystem,ECS/Scenes/ClimbScene/ClimbHeaderLayoutSystem.cs,13,ClimbHeaderLayoutSystem,ECS-045,IGameSystem with generated descriptor
ECS/Scenes/ClimbScene/ClimbResourceAcquisitionDisplaySystem.cs#ClimbResourceAcquisitionDisplaySystem,ECS/Scenes/ClimbScene/ClimbResourceAcquisitionDisplaySystem.cs,16,ClimbResourceAcquisitionDisplaySystem,ECS-045,IGameSystem with generated descriptor
ECS/Scenes/ClimbScene/ClimbSceneSystem.cs#ClimbSceneSystem,ECS/Scenes/ClimbScene/ClimbSceneSystem.cs,16,ClimbSceneSystem,ECS-044,IGameSystem with generated descriptor
ECS/Scenes/ClimbScene/MedalTooltipDisplaySystem.cs#MedalTooltipDisplaySystem,ECS/Scenes/ClimbScene/MedalTooltipDisplaySystem.cs,16,MedalTooltipDisplaySystem,ECS-045,IGameSystem with generated descriptor
ECS/Scenes/ControllerRumbleSystem.cs#ControllerRumbleSystem,ECS/Scenes/ControllerRumbleSystem.cs,12,ControllerRumbleSystem,ECS-045,IGameSystem with generated descriptor
ECS/Scenes/EntityListOverlaySystem.cs#EntityListOverlaySystem,ECS/Scenes/EntityListOverlaySystem.cs,18,EntityListOverlaySystem,ECS-045,IGameSystem with generated descriptor
ECS/Scenes/EventQueueSystem.cs#EventQueueSystem,ECS/Scenes/EventQueueSystem.cs,10,EventQueueSystem,ECS-040,IGameSystem with generated descriptor
ECS/Scenes/Global/Cursor/CursorDisplaySystem.cs#CursorDisplaySystem,ECS/Scenes/Global/Cursor/CursorDisplaySystem.cs,16,CursorDisplaySystem,ECS-045,IGameSystem with generated descriptor
ECS/Scenes/Global/Cursor/CursorTrailDisplaySystem.cs#CursorTrailDisplaySystem,ECS/Scenes/Global/Cursor/CursorTrailDisplaySystem.cs,16,CursorTrailDisplaySystem,ECS-045,IGameSystem with generated descriptor
ECS/Scenes/Global/CursorEmptySelectDisplaySystem.cs#CursorEmptySelectDisplaySystem,ECS/Scenes/Global/CursorEmptySelectDisplaySystem.cs,13,CursorEmptySelectDisplaySystem,ECS-045,IGameSystem with generated descriptor
ECS/Scenes/Global/Parallax/ParallaxLayerSystem.cs#ParallaxLayerSystem,ECS/Scenes/Global/Parallax/ParallaxLayerSystem.cs,13,ParallaxLayerSystem,ECS-045,IGameSystem with generated descriptor
ECS/Scenes/Global/PauseMenuDisplaySystem.cs#PauseMenuDisplaySystem,ECS/Scenes/Global/PauseMenuDisplaySystem.cs,19,PauseMenuDisplaySystem,ECS-045,IGameSystem with generated descriptor
ECS/Scenes/Global/PauseMenuSliderDisplaySystem.cs#PauseMenuSliderDisplaySystem,ECS/Scenes/Global/PauseMenuSliderDisplaySystem.cs,17,PauseMenuSliderDisplaySystem,ECS-045,IGameSystem with generated descriptor
ECS/Scenes/Global/SceneLoadingCoordinatorSystem.cs#SceneLoadingCoordinatorSystem,ECS/Scenes/Global/SceneLoadingCoordinatorSystem.cs,21,SceneLoadingCoordinatorSystem,ECS-040,IGameSystem with generated descriptor
ECS/Scenes/Global/Shader/PoisonDamageDisplaySystem.cs#PoisonDamageDisplaySystem,ECS/Scenes/Global/Shader/PoisonDamageDisplaySystem.cs,15,PoisonDamageDisplaySystem,ECS-045,IGameSystem with generated descriptor
ECS/Scenes/Global/Shader/RectangularShockwaveDisplaySystem.cs#RectangularShockwaveDisplaySystem,ECS/Scenes/Global/Shader/RectangularShockwaveDisplaySystem.cs,15,RectangularShockwaveDisplaySystem,ECS-045,IGameSystem with generated descriptor
ECS/Scenes/Global/Shader/ShockwaveDisplaySystem.cs#ShockwaveDisplaySystem,ECS/Scenes/Global/Shader/ShockwaveDisplaySystem.cs,15,ShockwaveDisplaySystem,ECS-045,IGameSystem with generated descriptor
ECS/Scenes/Global/UISelectDisplaySystem.cs#UISelectDisplaySystem,ECS/Scenes/Global/UISelectDisplaySystem.cs,13,UISelectDisplaySystem,ECS-045,IGameSystem with generated descriptor
ECS/Scenes/HighlightSettingsSystem.cs#HighlightSettingsSystem,ECS/Scenes/HighlightSettingsSystem.cs,10,HighlightSettingsSystem,ECS-040,IGameSystem with generated descriptor
ECS/Scenes/HintTooltipDisplaySystem.cs#HintTooltipDisplaySystem,ECS/Scenes/HintTooltipDisplaySystem.cs,17,HintTooltipDisplaySystem,ECS-045,IGameSystem with generated descriptor
ECS/Scenes/HotKeyProgressRingSystem.cs#HotKeyProgressRingSystem,ECS/Scenes/HotKeyProgressRingSystem.cs,15,HotKeyProgressRingSystem,ECS-040,IGameSystem with generated descriptor
ECS/Scenes/HotKeySystem.cs#HotKeySystem,ECS/Scenes/HotKeySystem.cs,17,HotKeySystem,ECS-040,IGameSystem with generated descriptor
ECS/Scenes/JigglePulseDisplaySystem.cs#JigglePulseDisplaySystem,ECS/Scenes/JigglePulseDisplaySystem.cs,10,JigglePulseDisplaySystem,ECS-045,IGameSystem with generated descriptor
ECS/Scenes/MusicManagerSystem.cs#MusicManagerSystem,ECS/Scenes/MusicManagerSystem.cs,20,MusicManagerSystem,ECS-040,IGameSystem with generated descriptor
ECS/Scenes/NarrativeEventModalDisplaySystem.cs#NarrativeEventModalDisplaySystem,ECS/Scenes/NarrativeEventModalDisplaySystem.cs,20,NarrativeEventModalDisplaySystem,ECS-045,IGameSystem with generated descriptor
ECS/Scenes/POITitleTooltipDisplaySystem.cs#POITitleTooltipDisplaySystem,ECS/Scenes/POITitleTooltipDisplaySystem.cs,14,POITitleTooltipDisplaySystem,ECS-045,IGameSystem with generated descriptor
ECS/Scenes/PlayerInputSystem.cs#PlayerInputSystem,ECS/Scenes/PlayerInputSystem.cs,16,PlayerInputSystem,ECS-040,IGameSystem with generated descriptor
ECS/Scenes/ProfilerSystem.cs#ProfilerSystem,ECS/Scenes/ProfilerSystem.cs,18,ProfilerSystem,ECS-045,IGameSystem with generated descriptor
ECS/Scenes/RewardModalDisplaySystem.cs#RewardModalDisplaySystem,ECS/Scenes/RewardModalDisplaySystem.cs,22,RewardModalDisplaySystem,ECS-045,IGameSystem with generated descriptor
ECS/Scenes/SoundEffectManagerSystem.cs#SoundEffectManagerSystem,ECS/Scenes/SoundEffectManagerSystem.cs,20,SoundEffectManagerSystem,ECS-040,IGameSystem with generated descriptor
ECS/Scenes/TimerSchedulerSystem.cs#TimerSchedulerSystem,ECS/Scenes/TimerSchedulerSystem.cs,11,TimerSchedulerSystem,ECS-040,IGameSystem with generated descriptor
ECS/Scenes/TitleMenuScene/DrippingBloodDisplaySystem.cs#DrippingBloodDisplaySystem,ECS/Scenes/TitleMenuScene/DrippingBloodDisplaySystem.cs,16,DrippingBloodDisplaySystem,ECS-045,IGameSystem with generated descriptor
ECS/Scenes/TitleMenuScene/TitleMenuDisplaySystem.cs#TitleMenuDisplaySystem,ECS/Scenes/TitleMenuScene/TitleMenuDisplaySystem.cs,13,TitleMenuDisplaySystem,ECS-045,IGameSystem with generated descriptor
ECS/Scenes/TooltipTextDisplaySystem.cs#TooltipTextDisplaySystem,ECS/Scenes/TooltipTextDisplaySystem.cs,19,TooltipTextDisplaySystem,ECS-045,IGameSystem with generated descriptor
ECS/Scenes/UIElementBorderDebugSystem.cs#UIElementBorderDebugSystem,ECS/Scenes/UIElementBorderDebugSystem.cs,13,UIElementBorderDebugSystem,ECS-045,IGameSystem with generated descriptor
ECS/Scenes/UIElementHighlightSystem.cs#UIElementHighlightSystem,ECS/Scenes/UIElementHighlightSystem.cs,18,UIElementHighlightSystem,ECS-040,IGameSystem with generated descriptor
ECS/Scenes/UIInteractionSystem.cs#UIInteractionSystem,ECS/Scenes/UIInteractionSystem.cs,13,UIInteractionSystem,ECS-040,IGameSystem with generated descriptor
ECS/Scenes/WayStationScene/IncenseDisplaySystem.cs#IncenseDisplaySystem,ECS/Scenes/WayStationScene/IncenseDisplaySystem.cs,17,IncenseDisplaySystem,ECS-045,IGameSystem with generated descriptor
ECS/Scenes/WayStationScene/WayStationBackgroundDisplaySystem.cs#WayStationBackgroundDisplaySystem,ECS/Scenes/WayStationScene/WayStationBackgroundDisplaySystem.cs,13,WayStationBackgroundDisplaySystem,ECS-045,IGameSystem with generated descriptor
ECS/Scenes/WayStationScene/WayStationClimbSettingsModalSystem.cs#WayStationClimbSettingsModalSystem,ECS/Scenes/WayStationScene/WayStationClimbSettingsModalSystem.cs,16,WayStationClimbSettingsModalSystem,ECS-044,IGameSystem with generated descriptor
ECS/Scenes/WayStationScene/WayStationDialogueSystem.cs#WayStationDialogueSystem,ECS/Scenes/WayStationScene/WayStationDialogueSystem.cs,17,WayStationDialogueSystem,ECS-044,IGameSystem with generated descriptor
ECS/Scenes/WayStationScene/WayStationPoiDisplaySystem.cs#WayStationPoiDisplaySystem,ECS/Scenes/WayStationScene/WayStationPoiDisplaySystem.cs,15,WayStationPoiDisplaySystem,ECS-045,IGameSystem with generated descriptor
ECS/Scenes/WayStationScene/WayStationSaintsMedalsModalSystem.cs#WayStationSaintsMedalsModalSystem,ECS/Scenes/WayStationScene/WayStationSaintsMedalsModalSystem.cs,24,WayStationSaintsMedalsModalSystem,ECS-044,IGameSystem with generated descriptor
ECS/Systems/CardUsageTrackingSystem.cs#CardUsageTrackingSystem,ECS/Systems/CardUsageTrackingSystem.cs,12,CardUsageTrackingSystem,ECS-041,IGameSystem with generated descriptor
ECS/Systems/ClimbEncounterSystem.cs#ClimbEncounterSystem,ECS/Systems/ClimbEncounterSystem.cs,11,ClimbEncounterSystem,ECS-044,IGameSystem with generated descriptor
ECS/Systems/ClimbEventSystem.cs#ClimbEventSystem,ECS/Systems/ClimbEventSystem.cs,14,ClimbEventSystem,ECS-044,IGameSystem with generated descriptor
ECS/Systems/CollectionProgressionSystem.cs#CollectionProgressionSystem,ECS/Systems/CollectionProgressionSystem.cs,14,CollectionProgressionSystem,ECS-044,IGameSystem with generated descriptor
ECS/Systems/LocationNameDisplaySystem.cs#LocationNameDisplaySystem,ECS/Systems/LocationNameDisplaySystem.cs,16,LocationNameDisplaySystem,ECS-045,IGameSystem with generated descriptor
ECS/Systems/ModalAnimationSystem.cs#ModalAnimationSystem,ECS/Systems/ModalAnimationSystem.cs,9,ModalAnimationSystem,ECS-045,IGameSystem with generated descriptor
ECS/Systems/PositionTweenSystem.cs#PositionTweenSystem,ECS/Systems/PositionTweenSystem.cs,8,PositionTweenSystem,ECS-045,IGameSystem with generated descriptor
ECS/Systems/RunDeckLifecycleSystem.cs#RunDeckLifecycleSystem,ECS/Systems/RunDeckLifecycleSystem.cs,13,RunDeckLifecycleSystem,ECS-044,IGameSystem with generated descriptor
